roll,pitch,yaw
0.9659958954707247,0.6404313001440705,211.5362897853132
0.9688970183206876,0.6419436000758465,211.53340744548345
1.0801343329171615,0.7967062951582267,211.34874645108297
1.1699005209708773,0.8260639956756752,211.1628560226319
1.2380957976869291,0.8716738645189048,210.90817192886047
1.3911504118682771,0.9502651160385391,210.64184919274334
1.4356659563404237,0.8511524010750428,210.4956968048834
1.6000561232230543,0.8232926464199426,210.43698449877797
1.7060381408617322,0.798435240152739,210.29513513009513
1.8413206028227072,0.8807057224791889,210.1164573814076
1.8144596032511626,1.0117501587818767,209.97296876732398
1.8935832893609406,1.1200811211648043,209.8263929077355
2.0044957430850157,1.1023446139941622,209.73395312750856
2.00760049094961,1.2075603697853294,209.63697810167272
2.046089460696278,1.218346946032072,209.62517553478693
2.2038868942042593,1.1589303833901905,209.63949161128727
2.2328037807159777,1.2244597518958218,209.56634028527645
2.240951342622157,1.2384545960617663,209.44392963497148
2.267140635777513,1.300569937199449,209.36569664821815
2.3773980316715013,1.3101495976755093,209.27659000030616
2.397453174621951,1.3521714827703666,209.2543099232336
